utterance_id,session,speaker,dialog,emotion,valence,arousal,dominance,wav_path,start_time,end_time,transcript
Ses01F_impro02_F017,Session1,F,Ses01F_impro02,sad,0.625,0.5,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,169.36,176.015,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street."
Ses01F_impro02_F018,Session1,F,Ses01F_impro02,neutral,0.375,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,176.08,179.13,And your mother is close by.
Ses01F_impro02_F019,Session1,F,Ses01F_impro02,sad,0.375,0.125,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,182.83,185.8894,I'll send you lots of letters.
Ses01F_impro02_F020,Session1,F,Ses01F_impro02,sad,0.75,0.25,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,186.58,191.11,And I want lots and lots and lots of pictures.
Ses01F_impro02_M001,Session1,F,Ses01F_impro02,sad,0.25,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,21.76,27.5558,"I don't understand.  You've already done so much, I don't know why do you have to go back."
Ses01F_impro02_M005,Session1,F,Ses01F_impro02,sad,0.25,0.5,0.125,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,69.34,74.29,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.
Ses01F_impro02_M009,Session1,F,Ses01F_impro02,sad,0.25,0.125,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,114.1775,117.85,I just don't see why it has to be you.
Ses01F_impro02_M010,Session1,F,Ses01F_impro02,sad,0.25,0.25,0.125,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,120.4105,124.63,What am I going to do? Huh?
Ses01F_impro02_M011,Session1,F,Ses01F_impro02,sad,0.375,0.125,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,133.88,137.1,Yeah.
Ses01F_impro02_M012,Session1,F,Ses01F_impro02,neutral,0.375,0.25,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,147.03,151.7101,Don't you guys have access to computers over there.
Ses01F_impro02_M013,Session1,F,Ses01F_impro02,sad,0.125,0.25,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,157.98,162.71,I just don't know how I'm going to do it without you.
Ses01F_impro02_M014,Session1,F,Ses01F_impro02,sad,0.125,0.5,0.125,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,164.885,169.5,I can't raise a baby by myself.  How?
Ses01F_impro02_M015,Session1,F,Ses01F_impro02,neutral,0.5,0.5,0.125,data/iemocap/Session1/dialog/wav/Ses01F_impro02.wav,175.47,176.72,I know.
Ses01F_impro03_F000,Session1,F,Ses01F_impro03,happy,0.8333,0.4167,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,4.88,7.74,Well Vegas was awesome.
Ses01F_impro03_F001,Session1,F,Ses01F_impro03,happy,0.75,0.4167,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,7.93,11.37,"And, um, I got married."
Ses01F_impro03_F002,Session1,F,Ses01F_impro03,happy,0.8333,0.5,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,12.8,15.37,Yeah.  In the old town part.
Ses01F_impro03_F004,Session1,F,Ses01F_impro03,happy,0.9167,0.6667,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,21.75,25.52,Um- Yes.  It was very romantic.
Ses01F_impro03_F005,Session1,F,Ses01F_impro03,happy,0.8333,0.75,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,25.5584,28.14,It was at the slot machines.
Ses01F_impro03_F006,Session1,F,Ses01F_impro03,happy,0.75,0.5833,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,28.37,34.71,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride."
Ses01F_impro03_F008,Session1,F,Ses01F_impro03,happy,0.75,0.5833,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,40.12,42.79,"Yeah.  Well.  You know, because he's leaving the next day."
Ses01F_impro03_F009,Session1,F,Ses01F_impro03,happy,0.75,0.4167,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,42.84,44.54,But we're going to have a honeymoon cruise.
Ses01F_impro03_F010,Session1,F,Ses01F_impro03,happy,0.75,0.5833,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,47.87,51.075,Oh.  I hadn't even thought about that.
Ses01F_impro03_F012,Session1,F,Ses01F_impro03,happy,0.75,0.6667,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,55.865,58.15,Oh.  Totally.
Ses01F_impro03_F013,Session1,F,Ses01F_impro03,happy,1.0,0.75,0.5833,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,60.73,65.86,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER]
Ses01F_impro03_F015,Session1,F,Ses01F_impro03,happy,0.9167,0.6667,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,74.2675,78.8425,"Yeah, so [LAUGHTER] He's calling me now"
Ses01F_impro03_F016,Session1,F,Ses01F_impro03,happy,0.75,0.5,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,79.035,81.0875,"He likes to keep tabs, you know."
Ses01F_impro03_F017,Session1,F,Ses01F_impro03,neutral,0.6667,0.4167,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,82.0975,85.08,"Uh, I think seven hundred and fifty dollars."
Ses01F_impro03_F018,Session1,F,Ses01F_impro03,neutral,0.6667,0.5,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,85.1,88.0225,Penny slots. That's what he plays.
Ses01F_impro03_F019,Session1,F,Ses01F_impro03,neutral,0.6667,0.3333,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,88.08,89.5,Yeah.
Ses01F_impro03_F021,Session1,F,Ses01F_impro03,happy,0.5833,0.6667,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,92.75,98.21,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-
Ses01F_impro03_F022,Session1,F,Ses01F_impro03,neutral,0.5833,0.4167,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,99.7775,102.03,Fifty bucks. Mmhmm.
Ses01F_impro03_F023,Session1,F,Ses01F_impro03,neutral,0.5,0.3333,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,102.62,103.4625,Yeah.
Ses01F_impro03_F024,Session1,F,Ses01F_impro03,happy,0.8333,0.5,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,103.78,108.1825,Well so now we're married. We have cat children.
Ses01F_impro03_F025,Session1,F,Ses01F_impro03,happy,0.8333,0.5833,0.5833,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,110.23,114.16,"We renamed Brenda, Lumber Janet."
Ses01F_impro03_F026,Session1,F,Ses01F_impro03,happy,0.9167,0.75,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,114.19,120.2,She needs a new name each state that we go into. [LAUGHTER]
Ses01F_impro03_M000,Session1,F,Ses01F_impro03,neutral,0.75,0.5,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,3.24,5.46,So what's up?  What's new?
Ses01F_impro03_M001,Session1,F,Ses01F_impro03,neutral,0.8333,0.4167,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,6.6,8.66,Yeah.  I heard.
Ses01F_impro03_M003,Session1,F,Ses01F_impro03,happy,1.0,0.9167,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,14.93,18.9075,Who did you marry?
Ses01F_impro03_M006,Session1,F,Ses01F_impro03,neutral,0.75,0.4167,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,34.25,36.34,He turned to you and was like...
Ses01F_impro03_M007,Session1,F,Ses01F_impro03,happy,0.75,0.5,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,37.7175,40.47,[LAUGHTER] That's really romantic.
Ses01F_impro03_M008,Session1,F,Ses01F_impro03,neutral,0.75,0.4167,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,42.09,43.41,Yeah.
Ses01F_impro03_M009,Session1,F,Ses01F_impro03,neutral,0.6667,0.3333,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,44.16,49.07,"Does that mean that you're going to get citizenship, too, in- in England or whatever?"
Ses01F_impro03_M011,Session1,F,Ses01F_impro03,neutral,0.6667,0.6667,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,52.92,56.85,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?
Ses01F_impro03_M013,Session1,F,Ses01F_impro03,happy,0.9167,0.75,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,65.6425,68.44,Like you need another one of those.[LAUGHTER]
Ses01F_impro03_M014,Session1,F,Ses01F_impro03,happy,0.8333,0.6667,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,73.41,76.9975,Is that your phone?
Ses01F_impro03_M015,Session1,F,Ses01F_impro03,happy,0.75,0.5,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,78.32,80.5,He loves you.
Ses01F_impro03_M016,Session1,F,Ses01F_impro03,neutral,0.6667,0.4167,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,80.7175,82.5225,How much did he win at the slot?
Ses01F_impro03_M019,Session1,F,Ses01F_impro03,neutral,0.5,0.5,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,89.12,93.91,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.
Ses01F_impro03_M020,Session1,F,Ses01F_impro03,neutral,0.5833,0.5,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,97.03,101.65,"But the pennies always get you because you end up spending like, you know, fifty bucks."
Ses01F_impro03_M021,Session1,F,Ses01F_impro03,neutral,0.5,0.5833,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,101.67,104.35,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you."
Ses01F_impro03_M022,Session1,F,Ses01F_impro03,happy,0.75,0.5833,0.4167,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,105.29,106.95,Awesome.
Ses01F_impro03_M023,Session1,F,Ses01F_impro03,happy,0.9167,0.8333,0.6667,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,107.71,111.4,[LAUGHTER] Cat babies.
Ses01F_impro03_M024,Session1,F,Ses01F_impro03,neutral,0.6667,0.4167,0.3333,data/iemocap/Session1/dialog/wav/Ses01F_impro03.wav,117.36,119.58,That's fair enough.
Ses01F_impro04_F000,Session1,F,Ses01F_impro04,neutral,0.5,0.5,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,7.2455,11.64,"Uh, what?  Craig's List?  Oh the internet thing?"
Ses01F_impro04_F001,Session1,F,Ses01F_impro04,neutral,0.375,0.375,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,11.7448,16.15,I don't know.  Isn't that-- that's all like escort services and things like that.
Ses01F_impro04_F005,Session1,F,Ses01F_impro04,neutral,0.5,0.25,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,43.35,45.7596,He just...
Ses01F_impro04_F006,Session1,F,Ses01F_impro04,neutral,0.5,0.625,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,46.2735,49.83,you know what?  I heard about that job.  I applied for that.
Ses01F_impro04_F009,Session1,F,Ses01F_impro04,neutral,0.375,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,58.71,60.0937,Yeah.
Ses01F_impro04_F013,Session1,F,Ses01F_impro04,neutral,0.5,0.625,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,76.49,80.7269,I just- I mean I call people up and I tell them what I'm good at.
Ses01F_impro04_F014,Session1,F,Ses01F_impro04,neutral,0.375,0.5,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,85.49,86.98,Yeah.
Ses01F_impro04_F028,Session1,F,Ses01F_impro04,angry,0.25,0.625,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,170.83,172.84,I'm not frustrated.
Ses01F_impro04_F029,Session1,F,Ses01F_impro04,angry,0.125,0.75,0.75,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,175.27,178.43,Who do you think you are?
Ses01F_impro04_F030,Session1,F,Ses01F_impro04,angry,0.125,0.625,0.75,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,180.3025,183.4875,You are so high and mighty.  I just--
Ses01F_impro04_F031,Session1,F,Ses01F_impro04,angry,0.125,0.5,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,184.47,188.87,Oh.  I'm saving the environment. I'm riding this car because I- I want to.
Ses01F_impro04_F032,Session1,F,Ses01F_impro04,angry,0.25,0.625,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,189.12,192.02,"The bus, I'm riding the bus because I want to."
Ses01F_impro04_F033,Session1,F,Ses01F_impro04,angry,0.125,0.625,0.875,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,193.5875,199.4325,I can not-- you are not here by choice.  Nobody would ride this bus by choice.
Ses01F_impro04_M000,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,2.7418,6.6575,"Have you tried, uh, Craig's List?"
Ses01F_impro04_M001,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,10.46,12.13,Yeah.
Ses01F_impro04_M002,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,15.64,18.9,No.  There's regular jobs on there.
Ses01F_impro04_M003,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,26.91,28.71,Uh huh.
Ses01F_impro04_M004,Session1,F,Ses01F_impro04,neutral,0.5,0.5,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,30.88,35.5225,I'm just saying I have a friend that got a good job on it so I was just recommending it.
Ses01F_impro04_M005,Session1,F,Ses01F_impro04,neutral,0.5,0.5,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,37.19,40.53,He's like a manager for a theatre.
Ses01F_impro04_M006,Session1,F,Ses01F_impro04,neutral,0.5,0.625,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,40.54,43.576,He's like a house manager. Yeah.  It's a good job.
Ses01F_impro04_M007,Session1,F,Ses01F_impro04,neutral,0.625,0.5,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,49.39,50.58,You did?
Ses01F_impro04_M008,Session1,F,Ses01F_impro04,neutral,0.5,0.5,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,55.21,56.33,Yeah.
Ses01F_impro04_M009,Session1,F,Ses01F_impro04,neutral,0.5,0.5,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,56.35,59.0245,You've been looking for a job for a long time; that was a long time ago.  Right?
Ses01F_impro04_M010,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,59.8,61.55,Hmm.
Ses01F_impro04_M011,Session1,F,Ses01F_impro04,neutral,0.5,0.5,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,65.97,69.77,I don't know.  He had a really good resume I guess and--
Ses01F_impro04_M012,Session1,F,Ses01F_impro04,neutral,0.5,0.5,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,70.38,72.7264,Yeah.  Do you have a resume?
Ses01F_impro04_M013,Session1,F,Ses01F_impro04,neutral,0.5,0.25,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,73.7473,77.15,It's kind of helpful when getting a job.
Ses01F_impro04_M014,Session1,F,Ses01F_impro04,neutral,0.625,0.625,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,80.1435,87.81,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.
Ses01F_impro04_M015,Session1,F,Ses01F_impro04,neutral,0.375,0.625,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,92.37,99.27,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--"
Ses01F_impro04_M016,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,100.485,103.47,"Yeah.  But the piece of paper helps, too."
Ses01F_impro04_M017,Session1,F,Ses01F_impro04,neutral,0.5,0.625,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,104.97,107.78,"No.  But it has an outline, you know."
Ses01F_impro04_M018,Session1,F,Ses01F_impro04,neutral,0.5,0.625,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,111.66,117.725,"I know.  Okay.  Well, um. Maybe--"
Ses01F_impro04_M019,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,118.46,119.77,Yeah.
Ses01F_impro04_M020,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,121.5,123.42,"Okay, yeah.  I would imagine."
Ses01F_impro04_M021,Session1,F,Ses01F_impro04,neutral,0.625,0.625,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,129.43,139.16,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now."
Ses01F_impro04_M022,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,139.5219,141.8225,maybe get a car.
Ses01F_impro04_M023,Session1,F,Ses01F_impro04,neutral,0.375,0.375,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,144.9125,149.51,"I just, you know, think you should try a little harder maybe."
Ses01F_impro04_M024,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,151.84,154.03,I didn't say that.
Ses01F_impro04_M025,Session1,F,Ses01F_impro04,neutral,0.5,0.625,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,154.6,157.8,"I am riding the bus, but by choice."
Ses01F_impro04_M026,Session1,F,Ses01F_impro04,neutral,0.625,0.5,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,158.95,161.35,"To save the environment, carpool."
Ses01F_impro04_M027,Session1,F,Ses01F_impro04,neutral,0.625,0.625,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,162.12,164.7825,Yes.  One less car at a time.
Ses01F_impro04_M028,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.25,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,165.47,166.71,Mmhmm.
Ses01F_impro04_M031,Session1,F,Ses01F_impro04,neutral,0.5,0.375,0.375,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,178.0033,180.865,I don't think I'm anyone.
Ses01F_impro04_M032,Session1,F,Ses01F_impro04,neutral,0.375,0.25,0.125,data/iemocap/Session1/dialog/wav/Ses01F_impro04.wav,182.82,185.54,I- I-I didn't-- okay.
Ses01F_impro05_F008,Session1,F,Ses01F_impro05,angry,0.375,0.375,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,33.78,35.9,Flight seven fourteen.
Ses01F_impro05_F009,Session1,F,Ses01F_impro05,angry,0.375,0.375,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,36.71,44.03,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?"
Ses01F_impro05_F011,Session1,F,Ses01F_impro05,angry,0.25,0.875,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,73.87,75.5375,Is this a joke?
Ses01F_impro05_F012,Session1,F,Ses01F_impro05,angry,0.375,0.625,0.5,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,75.61,80.73,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline."
Ses01F_impro05_F014,Session1,F,Ses01F_impro05,angry,0.125,0.75,0.75,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,99.52,102.9,"You're kidding me, this is a joke."
Ses01F_impro05_F015,Session1,F,Ses01F_impro05,angry,0.125,0.875,0.875,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,103.005,118.5,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.
Ses01F_impro05_F016,Session1,F,Ses01F_impro05,angry,0.125,0.875,0.75,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,118.53,122.44,We flew in from Paris.  I've been shopping for three weeks.
Ses01F_impro05_F017,Session1,F,Ses01F_impro05,angry,0.125,1.0,0.875,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,127.485,136.85,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.
Ses01F_impro05_F018,Session1,F,Ses01F_impro05,angry,0.125,0.75,0.75,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,137.715,140.11,Do you understand who my husband is?
Ses01F_impro05_F019,Session1,F,Ses01F_impro05,angry,0.125,0.75,0.875,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,140.225,145.6,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it."
Ses01F_impro05_F020,Session1,F,Ses01F_impro05,angry,0.125,0.875,0.875,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,149.365,153.8,Oh-Oh.  It's a gift.  You're-You're helping me out here?
Ses01F_impro05_F021,Session1,F,Ses01F_impro05,angry,0.125,0.875,0.875,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,155.6,160.36,You are cruising for a bruising.  You are in so much trouble.
Ses01F_impro05_F022,Session1,F,Ses01F_impro05,angry,0.125,0.875,0.75,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,160.41,163.7975,Who's in charge?  Who is the president of Jet Blue?
Ses01F_impro05_F023,Session1,F,Ses01F_impro05,angry,0.25,0.5,0.75,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,163.88,165.8,Because I probably know him.
Ses01F_impro05_F024,Session1,F,Ses01F_impro05,angry,0.25,0.5,0.75,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,166.33,167.71,Yeah.
Ses01F_impro05_F025,Session1,F,Ses01F_impro05,angry,0.125,0.875,0.875,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,171.09,174.2,"I don't want money, I want my clothes."
Ses01F_impro05_F026,Session1,F,Ses01F_impro05,angry,0.25,0.625,0.625,data/iemocap/Session1/dialog/wav/Ses01F_impro05.wav,177.6025,179.09,What's your name?
